,joints,markers
482,[ 0.65903198 -1.18019925  1.48980355  1.7774592   0.82640035 -0.84226882  0.6459731   2.03218675 -0.21064789  2.19158687 -2.00616403 -0.32362234  2.64702203 -0.12085178 -0.82407395 -0.2176992   0.29555754  0.          0.        ],"[[-1.78527423  2.04327896  1.8840819 ]
 [-3.07961363  1.07636268  1.98125867]]"
483,[ 3.45859439 -1.29704443  2.21282227  1.25937989 -1.05709976  2.12081538  0.73145246 -2.85972967 -0.27869266  0.37904303 -1.73098889 -0.88927056 -0.24913011  0.40626993  1.35354154 -0.10999956 -0.02294247  0.          0.        ],"[[-3.41076486  1.16423584  1.32024359]
 [-2.04634874  2.93745075  1.52204865]]"
484,[ 2.41647346 -0.45713055  0.85194375 -1.06987928  0.50963319 -2.09581738 -0.80587682 -2.61536209  0.93119155  0.5962637  -2.17607476 -0.08028338 -2.186837    0.53717509 -0.40457129 -0.45245231  1.42246462  0.          0.        ],"[[-3.61851044  2.08447022  1.92421501]
 [-2.0104094   1.40308636  2.25553482]]"
485,[-0.48213598 -1.53979538  2.04851155  1.74595553 -0.46162555 -0.1571138   0.27061114  1.98375075  0.03309031  2.19055308  0.41543472  0.27989987 -0.26642142  0.05622595 -1.50482015  0.63674843  1.71208987  0.          0.        ],"[[-1.92724697  1.85435136  1.89163064]
 [-3.44506146  2.11633842  1.85649199]]"
486,[ 2.39644535 -0.73815635  0.77843875  0.3492073  -0.64665202 -1.33812847 -0.65653463  1.0722903   0.15384527  0.73466236 -0.23864083 -0.24942121  2.68752064  1.30374869  0.55780797  0.87090478  1.95276162  0.          0.        ],"[[-3.31284132  2.97398296  1.64815873]
 [-1.91465655  1.89495653  2.01108517]]"
487,[ 0.45921101  0.10940167  0.37492471 -0.0156457   0.13983657  0.78080009  0.39650012 -0.40352586  0.05649868  0.8359553   2.84873905 -0.4506064   2.51901475  0.18995721 -2.96161153 -0.68199362  2.21379448  0.          0.        ],"[[-1.83329523  2.8494075   2.19065845]
 [-3.36316491  2.27484294  2.20762067]]"
488,[ 0.23600239 -0.67422414  2.21641713 -2.06297919  1.11893634  2.33668955 -1.22661502  0.28030538 -0.58172544  0.15411914 -0.78119012 -0.40841429 -1.03813821 -1.33798421 -2.76517464  0.10745179  1.71767386  0.          0.        ],"[[-1.58327604  2.64420124  1.17195379]
 [-3.27622125  2.20151113  1.75398326]]"
489,[ 3.43921934 -1.03380339  1.76788042 -2.08574239 -1.81462351  1.88657595  1.29626635  0.40960563 -0.21523836  0.84135061  0.54085624 -1.47628306 -2.17864211 -1.35384485  2.35742268 -0.60519123  0.89434611  0.          0.        ],"[[-3.11305498  2.37357654  1.93183376]
 [-1.69476389  1.61645022  1.42549062]]"
490,[-2.25394674 -0.92210097  1.7660901  -2.41862912 -0.48484906 -1.97976872  1.42777979  2.36949264 -0.44440505  0.57794975  0.26706638 -1.94172781  0.39374559  1.89872302 -1.3457711  -0.04556073  0.58239549  0.          0.        ],"[[-2.85924509  2.13906349  2.05721756]
 [-1.78537995  1.92109391  1.32441682]]"
491,[-1.76392681 -1.22913413  1.80019164  0.378614   -0.76740705  2.4923551   1.18297876 -2.71804615  0.42438977  0.13134656 -2.21544514  0.99820913 -1.15189735 -1.21133636 -2.6745631   0.3388643  -0.58845555  0.          0.        ],"[[-3.1560141   1.19350715  1.43994385]
 [-1.75898458  2.30561235  1.21129165]]"
492,[ 2.27017455 -1.42715472  1.78662029 -1.5423973   0.08928006  0.98436584 -0.09359015  0.34328947  0.92238292  0.59382727  0.52097294 -0.66685985  1.57422628 -0.22676165 -1.76012604  1.08884236 -0.45316264  0.          0.        ],"[[-2.99029215  2.99062108  1.78001557]
 [-1.91048083  1.12430205  1.30279084]]"
493,[-0.03647746 -0.94815485  2.04415809 -1.74124823 -0.72068365 -1.8943074  -1.29472001 -2.22174589 -0.77352747  0.5050787  -2.71972637 -0.63807369  2.702123    1.96651976  1.41837091  1.31756121 -0.31558049  0.          0.        ],"[[-1.59320367  2.16697902  1.56668743]
 [-3.12332833  2.47002302  1.68017744]]"
494,[ 0.48527301 -1.33367391  2.24782803 -0.6703438   0.7580026  -0.2641723   1.38894046  1.87369305  0.72922562 -0.29520163 -2.2018301  -0.63327923 -2.25642129  1.20628614 -2.44628779 -0.77183138  1.54747902  0.          0.        ],"[[-1.98967954  2.81898802  1.46370605]
 [-2.58800791  1.49412621  1.92143973]]"
495,[ 2.54647409 -1.557741    2.11408878  1.78996665 -1.54079785 -0.5446113  -0.69161455 -0.65155584  1.1748999   0.25314704 -1.47227188  0.80068165  0.14042181 -0.40935527  2.29745086 -0.20731741  0.78248816  0.          0.        ],"[[-3.44065503  1.8419439   1.33063776]
 [-2.3706303   1.11659975  1.8200897 ]]"
496,[ 2.92625397 -1.20159983  1.90778073  1.29348317  0.16512101 -1.81945351 -1.17224643  0.28782534 -0.68355247  1.09611571  0.87023489  0.68238481 -2.56837353  0.92685355  1.49352776 -0.28675648  0.18104286  0.          0.        ],"[[-3.1479097   2.74377927  1.77215797]
 [-1.51509495  2.23277184  1.66206555]]"
497,[ 2.08947577 -0.70156421  1.21503031  1.77691036  0.1440881   0.14627334  0.76757164 -2.20622191 -0.33964302  1.43160245  0.74804471 -0.08036938  1.11869609  0.83384405 -2.39845588 -0.28554163  1.21462744  0.          0.        ],"[[-2.76916389  2.96541798  2.04290101]
 [-2.06034301  1.28739553  2.14800485]]"
498,[-2.2413646  -0.40519122  2.21273613  2.91449059  0.1466962   0.30645189  0.47608385  2.42004813  0.80836209  0.74545119 -1.37908204  0.54051227 -2.07963438 -0.44555094  1.90020332  1.36817177  2.32765112  0.          0.        ],"[[-3.31032179  1.37484166  1.5124028 ]
 [-1.49706092  2.26344721  1.53896954]]"
499,[-0.86164311 -1.3449049   2.17233725 -2.51937277  0.80659944  2.29444963  1.33434693  0.25164934  0.31397117 -0.70992093  1.14185393 -0.00440278  0.72602193  0.2459322  -1.20681433 -0.58207784  0.95660637  0.          0.        ],"[[-1.63580528  1.9828081   1.20215135]
 [-3.11804436  2.86791644  1.8239675 ]]"
